DR_NO,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc
10304468,01/08/2020 12:00:00 AM,2230,Southwest,BATTERY - SIMPLE ASSAULT
190101086,01/01/2020 12:00:00 AM,330,Central,BATTERY - SIMPLE ASSAULT
200110444,02/13/2020 12:00:00 AM,1200,Central,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE
191501505,01/01/2020 12:00:00 AM,1730,N Hollywood,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
191921269,01/01/2020 12:00:00 AM,415,Mission,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200100501,01/01/2020 12:00:00 AM,30,Central,"RAPE, FORCIBLE"
200100502,01/02/2020 12:00:00 AM,1315,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200100504,01/04/2020 12:00:00 AM,40,Central,OTHER MISCELLANEOUS CRIME
200100507,01/04/2020 12:00:00 AM,200,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
201710201,05/26/2020 12:00:00 AM,1925,Devonshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200100509,01/04/2020 12:00:00 AM,2200,Central,BURGLARY FROM VEHICLE
200100510,01/05/2020 12:00:00 AM,955,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED
200100514,01/05/2020 12:00:00 AM,1355,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200100515,01/07/2020 12:00:00 AM,1638,Central,ARSON
200100520,01/08/2020 12:00:00 AM,1805,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
211916029,11/30/2020 12:00:00 AM,730,Mission,INTIMATE PARTNER - SIMPLE ASSAULT
201116159,11/28/2020 12:00:00 AM,2018,Northeast,INTIMATE PARTNER - SIMPLE ASSAULT
200506268,02/22/2020 12:00:00 AM,1900,Harbor,THEFT PLAIN - PETTY ($950 & UNDER)
210916801,11/19/2020 12:00:00 AM,1200,Van Nuys,THEFT OF IDENTITY
200100535,01/14/2020 12:00:00 AM,1330,Central,ROBBERY
200914517,09/09/2020 12:00:00 AM,1735,Van Nuys,THEFT OF IDENTITY
200100538,01/14/2020 12:00:00 AM,1730,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200100543,01/15/2020 12:00:00 AM,1445,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
211014725,12/28/2020 12:00:00 AM,1,West Valley,THEFT OF IDENTITY
200100546,01/15/2020 12:00:00 AM,700,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
211015072,11/01/2020 12:00:00 AM,1200,West Valley,THEFT OF IDENTITY
201106067,02/15/2020 12:00:00 AM,1830,Northeast,BURGLARY FROM VEHICLE
200100552,01/19/2020 12:00:00 AM,2000,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200815333,10/15/2020 12:00:00 AM,2000,West LA,BATTERY - SIMPLE ASSAULT
200100556,01/20/2020 12:00:00 AM,400,Central,"RAPE, FORCIBLE"
200100559,01/23/2020 12:00:00 AM,600,Central,BURGLARY
210816993,04/28/2020 12:00:00 AM,100,West LA,THEFT OF IDENTITY
201111990,07/29/2020 12:00:00 AM,2020,Northeast,INTIMATE PARTNER - SIMPLE ASSAULT
200117988,09/03/2020 12:00:00 AM,2000,Central,VEHICLE - STOLEN
200100568,01/27/2020 12:00:00 AM,1500,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED
211015073,11/01/2020 12:00:00 AM,1200,West Valley,THEFT OF IDENTITY
200716724,12/03/2020 12:00:00 AM,811,Wilshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200914052,08/27/2020 12:00:00 AM,1255,Van Nuys,BATTERY - SIMPLE ASSAULT
200100572,01/28/2020 12:00:00 AM,2100,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200810920,06/20/2020 12:00:00 AM,1000,West LA,BATTERY - SIMPLE ASSAULT
200100574,01/29/2020 12:00:00 AM,1930,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200100576,01/30/2020 12:00:00 AM,55,Central,BURGLARY FROM VEHICLE
200100578,01/30/2020 12:00:00 AM,2040,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200100583,02/04/2020 12:00:00 AM,920,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200100584,02/04/2020 12:00:00 AM,1645,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
221412410,11/12/2020 12:00:00 AM,1700,Pacific,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200100587,02/06/2020 12:00:00 AM,1135,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200218458,12/11/2020 12:00:00 AM,420,Rampart,BRANDISH WEAPON
201225288,11/26/2020 12:00:00 AM,115,77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT
200100596,02/08/2020 12:00:00 AM,1600,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200407318,03/27/2020 12:00:00 AM,315,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200407198,03/22/2020 12:00:00 AM,430,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT
201112187,07/16/2020 12:00:00 AM,1900,Northeast,"BUNCO, GRAND THEFT"
210109294,12/01/2020 12:00:00 AM,1200,Central,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE
200104020,01/01/2020 12:00:00 AM,245,Central,"THEFT, PERSON"
200104024,01/01/2020 12:00:00 AM,325,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200104027,01/01/2020 12:00:00 AM,30,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED
200104033,01/01/2020 12:00:00 AM,230,Central,INTIMATE PARTNER - SIMPLE ASSAULT
200811087,06/23/2020 12:00:00 AM,2200,West LA,BATTERY - SIMPLE ASSAULT
200104035,01/01/2020 12:00:00 AM,230,Central,BURGLARY
200104036,01/01/2020 12:00:00 AM,500,Central,BATTERY WITH SEXUAL CONTACT
200104038,01/01/2020 12:00:00 AM,1200,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200104039,01/01/2020 12:00:00 AM,344,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200104041,01/01/2020 12:00:00 AM,1030,Central,BIKE - STOLEN
200104043,01/01/2020 12:00:00 AM,1200,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200321450,12/09/2020 12:00:00 AM,300,Southwest,INTIMATE PARTNER - AGGRAVATED ASSAULT
200104047,01/01/2020 12:00:00 AM,905,Central,BATTERY POLICE (SIMPLE)
200104048,01/01/2020 12:00:00 AM,905,Central,BATTERY POLICE (SIMPLE)
200104051,01/01/2020 12:00:00 AM,200,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104054,01/01/2020 12:00:00 AM,2330,Central,BATTERY - SIMPLE ASSAULT
200812213,06/22/2020 12:00:00 AM,2005,West LA,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
200104057,01/01/2020 12:00:00 AM,2045,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200104058,01/01/2020 12:00:00 AM,1940,Central,BATTERY - SIMPLE ASSAULT
200104060,01/01/2020 12:00:00 AM,1800,Central,BATTERY - SIMPLE ASSAULT
200104063,01/01/2020 12:00:00 AM,2030,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200104065,01/01/2020 12:00:00 AM,1830,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200104066,01/01/2020 12:00:00 AM,2315,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200104069,01/02/2020 12:00:00 AM,545,Central,BURGLARY
200104073,01/02/2020 12:00:00 AM,345,Central,VEHICLE - STOLEN
200104075,01/01/2020 12:00:00 AM,2000,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104076,01/01/2020 12:00:00 AM,300,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200104077,01/01/2020 12:00:00 AM,2030,Central,BURGLARY FROM VEHICLE
200104078,01/02/2020 12:00:00 AM,820,Central,ROBBERY
200104082,01/02/2020 12:00:00 AM,1225,Central,BATTERY - SIMPLE ASSAULT
200104090,01/02/2020 12:00:00 AM,1305,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200104092,01/01/2020 12:00:00 AM,1200,Central,BURGLARY
200918185,12/07/2020 12:00:00 AM,1203,Van Nuys,VIOLATION OF COURT ORDER
200104098,01/02/2020 12:00:00 AM,1240,Central,ROBBERY
200104101,01/02/2020 12:00:00 AM,800,Central,INTIMATE PARTNER - SIMPLE ASSAULT
200104118,01/02/2020 12:00:00 AM,1600,Central,BATTERY - SIMPLE ASSAULT
200104120,01/02/2020 12:00:00 AM,1450,Central,BURGLARY
200104126,01/02/2020 12:00:00 AM,1215,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200104127,01/02/2020 12:00:00 AM,1130,Central,TRESPASSING
200104129,01/02/2020 12:00:00 AM,320,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
210121427,10/18/2020 12:00:00 AM,528,Central,BATTERY WITH SEXUAL CONTACT
200104132,01/02/2020 12:00:00 AM,1915,Central,BURGLARY FROM VEHICLE
200104135,01/02/2020 12:00:00 AM,2000,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104136,01/02/2020 12:00:00 AM,2000,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
201815332,08/10/2020 12:00:00 AM,125,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT
200104138,01/02/2020 12:00:00 AM,1740,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200104139,01/02/2020 12:00:00 AM,2210,Central,TRESPASSING
200104140,01/02/2020 12:00:00 AM,2145,Central,INTIMATE PARTNER - SIMPLE ASSAULT
200104141,01/02/2020 12:00:00 AM,2120,Central,BATTERY - SIMPLE ASSAULT
200104150,01/02/2020 12:00:00 AM,2200,Central,BATTERY - SIMPLE ASSAULT
200516527,11/12/2020 12:00:00 AM,430,Harbor,VEHICLE - STOLEN
200609101,04/12/2020 12:00:00 AM,1300,Hollywood,VEHICLE - STOLEN
200104187,01/01/2020 12:00:00 AM,1845,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
211422362,12/02/2020 12:00:00 AM,1040,Pacific,THEFT OF IDENTITY
200104192,01/03/2020 12:00:00 AM,930,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
211304982,07/24/2020 12:00:00 AM,100,Newton,"RAPE, FORCIBLE"
200104201,01/01/2020 12:00:00 AM,130,Central,BURGLARY FROM VEHICLE
200104204,01/02/2020 12:00:00 AM,1115,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104205,01/03/2020 12:00:00 AM,1315,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104208,01/03/2020 12:00:00 AM,1015,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200104209,01/03/2020 12:00:00 AM,1830,Central,BATTERY - SIMPLE ASSAULT
200104221,01/03/2020 12:00:00 AM,1200,Central,BRANDISH WEAPON
200104222,01/03/2020 12:00:00 AM,1550,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200104223,01/03/2020 12:00:00 AM,1839,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200104224,01/03/2020 12:00:00 AM,1800,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200104227,01/03/2020 12:00:00 AM,1800,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200104228,01/03/2020 12:00:00 AM,1850,Central,ROBBERY
200104230,01/03/2020 12:00:00 AM,2100,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200104231,01/03/2020 12:00:00 AM,2220,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200104233,01/03/2020 12:00:00 AM,1645,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200104234,01/03/2020 12:00:00 AM,2100,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104235,01/03/2020 12:00:00 AM,2200,Central,BURGLARY FROM VEHICLE
200104236,01/03/2020 12:00:00 AM,1630,Central,BURGLARY FROM VEHICLE
200104237,01/04/2020 12:00:00 AM,500,Central,BURGLARY FROM VEHICLE
200104238,01/03/2020 12:00:00 AM,1840,Central,BURGLARY FROM VEHICLE
200409682,06/10/2020 12:00:00 AM,1900,Hollenbeck,ROBBERY
200706211,02/16/2020 12:00:00 AM,2350,Wilshire,BATTERY - SIMPLE ASSAULT
210704711,12/24/2020 12:00:00 AM,1310,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
200104244,01/04/2020 12:00:00 AM,40,Central,BATTERY - SIMPLE ASSAULT
202113531,09/05/2020 12:00:00 AM,1500,Topanga,VEHICLE - STOLEN
200815521,09/18/2020 12:00:00 AM,1400,West LA,THEFT OF IDENTITY
200317571,09/19/2020 12:00:00 AM,1040,Southwest,ROBBERY
200306227,02/06/2020 12:00:00 AM,1800,Southwest,VEHICLE - STOLEN
200514277,09/17/2020 12:00:00 AM,2255,Harbor,VIOLATION OF RESTRAINING ORDER
200104268,01/04/2020 12:00:00 AM,1230,Central,BATTERY - SIMPLE ASSAULT
200104269,01/04/2020 12:00:00 AM,500,Central,BATTERY - SIMPLE ASSAULT
200104270,01/04/2020 12:00:00 AM,1630,Central,BURGLARY FROM VEHICLE
200816200,11/07/2020 12:00:00 AM,1000,West LA,DISTURBING THE PEACE
201821270,11/28/2020 12:00:00 AM,315,Southeast,VIOLATION OF RESTRAINING ORDER
200104275,01/04/2020 12:00:00 AM,1238,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200104276,01/02/2020 12:00:00 AM,2130,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104277,01/04/2020 12:00:00 AM,2130,Central,BURGLARY FROM VEHICLE
200104279,01/04/2020 12:00:00 AM,1558,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200104281,01/04/2020 12:00:00 AM,1300,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200400694,03/26/2020 12:00:00 AM,1435,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200104283,01/04/2020 12:00:00 AM,1755,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200104284,01/04/2020 12:00:00 AM,15,Central,TRESPASSING
200104285,01/05/2020 12:00:00 AM,200,Central,BATTERY - SIMPLE ASSAULT
200104286,01/04/2020 12:00:00 AM,1700,Central,BURGLARY FROM VEHICLE
200104287,01/04/2020 12:00:00 AM,2345,Central,BATTERY - SIMPLE ASSAULT
200104289,01/03/2020 12:00:00 AM,2315,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104291,01/04/2020 12:00:00 AM,1900,Central,ROBBERY
200104292,01/04/2020 12:00:00 AM,1230,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104293,01/03/2020 12:00:00 AM,2200,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200104300,01/04/2020 12:00:00 AM,1915,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200815782,10/27/2020 12:00:00 AM,2010,West LA,INTIMATE PARTNER - SIMPLE ASSAULT
200104302,01/01/2020 12:00:00 AM,1,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104303,01/04/2020 12:00:00 AM,1630,Central,VEHICLE - STOLEN
200104310,01/05/2020 12:00:00 AM,1010,Central,BATTERY - SIMPLE ASSAULT
200815680,10/24/2020 12:00:00 AM,1800,West LA,BURGLARY
200104313,01/04/2020 12:00:00 AM,1430,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
211614109,09/20/2020 12:00:00 AM,1200,Foothill,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200104316,01/04/2020 12:00:00 AM,747,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED
200104319,01/04/2020 12:00:00 AM,2345,Central,BATTERY POLICE (SIMPLE)
200104320,01/04/2020 12:00:00 AM,2145,Central,BURGLARY FROM VEHICLE
200104321,01/05/2020 12:00:00 AM,1840,Central,BURGLARY FROM VEHICLE
200812231,05/15/2020 12:00:00 AM,800,West LA,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
200104323,01/03/2020 12:00:00 AM,1,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200104325,01/06/2020 12:00:00 AM,30,Central,INTIMATE PARTNER - SIMPLE ASSAULT
200104326,01/05/2020 12:00:00 AM,1945,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200104327,01/05/2020 12:00:00 AM,2130,Central,ROBBERY
200104328,01/05/2020 12:00:00 AM,2120,Central,"THEFT, PERSON"
200104329,01/05/2020 12:00:00 AM,1717,Central,THEFT FROM MOTOR VEHICLE - ATTEMPT
200104330,01/05/2020 12:00:00 AM,519,Central,TRESPASSING
200104331,01/05/2020 12:00:00 AM,2330,Central,BATTERY - SIMPLE ASSAULT
200104333,01/06/2020 12:00:00 AM,145,Central,TRESPASSING
200405489,02/06/2020 12:00:00 AM,2115,Hollenbeck,OTHER MISCELLANEOUS CRIME
200104336,01/05/2020 12:00:00 AM,2030,Central,THROWING OBJECT AT MOVING VEHICLE
200104337,01/06/2020 12:00:00 AM,240,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104339,01/05/2020 12:00:00 AM,2045,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200104340,01/05/2020 12:00:00 AM,2030,Central,BURGLARY
200104351,01/01/2020 12:00:00 AM,100,Central,BURGLARY FROM VEHICLE
200104352,01/05/2020 12:00:00 AM,2000,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
220314085,05/12/2020 12:00:00 AM,1110,Southwest,THEFT OF IDENTITY
200104360,01/06/2020 12:00:00 AM,755,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
210804296,01/04/2020 12:00:00 AM,1025,West LA,EXTORTION
200104369,01/06/2020 12:00:00 AM,930,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200104372,01/06/2020 12:00:00 AM,600,Central,BURGLARY FROM VEHICLE
200104377,01/05/2020 12:00:00 AM,2000,Central,BATTERY - SIMPLE ASSAULT
200104379,01/06/2020 12:00:00 AM,1310,Central,BATTERY - SIMPLE ASSAULT
200104381,01/06/2020 12:00:00 AM,1305,Central,VEHICLE - STOLEN
200104382,01/06/2020 12:00:00 AM,1230,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200104385,01/06/2020 12:00:00 AM,1450,Central,BURGLARY FROM VEHICLE
200104389,01/01/2020 12:00:00 AM,1230,Central,BURGLARY FROM VEHICLE
200104390,01/03/2020 12:00:00 AM,1458,Central,THEFT OF IDENTITY
200104392,01/03/2020 12:00:00 AM,1830,Central,BIKE - STOLEN
200104393,01/06/2020 12:00:00 AM,1330,Central,BATTERY - SIMPLE ASSAULT
210916323,11/09/2020 12:00:00 AM,800,Van Nuys,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ"
211015836,02/13/2020 12:00:00 AM,1425,West Valley,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
200716179,11/17/2020 12:00:00 AM,1550,Wilshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200104406,01/04/2020 12:00:00 AM,1300,Central,BURGLARY FROM VEHICLE
200104408,01/06/2020 12:00:00 AM,2200,Central,BATTERY - SIMPLE ASSAULT
200104410,01/06/2020 12:00:00 AM,920,Central,"BUNCO, GRAND THEFT"
200104411,01/06/2020 12:00:00 AM,2300,Central,VEHICLE - STOLEN
201106871,03/02/2020 12:00:00 AM,2130,Northeast,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200104414,01/05/2020 12:00:00 AM,1900,Central,BURGLARY FROM VEHICLE
200104416,01/06/2020 12:00:00 AM,1930,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED
200104417,01/06/2020 12:00:00 AM,2100,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT
200104419,01/06/2020 12:00:00 AM,2230,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104420,01/05/2020 12:00:00 AM,100,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
201216796,07/19/2020 12:00:00 AM,2330,77th Street,BATTERY - SIMPLE ASSAULT
200104422,01/06/2020 12:00:00 AM,1800,Central,BURGLARY FROM VEHICLE
200618970,11/30/2020 12:00:00 AM,1100,Hollywood,CHILD STEALING
200104429,01/06/2020 12:00:00 AM,1900,Central,TRESPASSING
200104430,01/02/2020 12:00:00 AM,955,Central,BIKE - STOLEN
200104431,01/02/2020 12:00:00 AM,1900,Central,BURGLARY FROM VEHICLE
200104432,01/02/2020 12:00:00 AM,1400,Central,THEFT PLAIN - PETTY ($950 & UNDER)
201822182,12/09/2020 12:00:00 AM,2100,Southeast,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
200104435,01/02/2020 12:00:00 AM,1900,Central,BURGLARY FROM VEHICLE
200104440,01/04/2020 12:00:00 AM,121,Central,BURGLARY FROM VEHICLE
200104443,01/03/2020 12:00:00 AM,2030,Central,BURGLARY FROM VEHICLE
200104444,01/05/2020 12:00:00 AM,100,Central,BURGLARY FROM VEHICLE
200104449,01/07/2020 12:00:00 AM,735,Central,BATTERY - SIMPLE ASSAULT
200104450,01/07/2020 12:00:00 AM,905,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200104451,01/07/2020 12:00:00 AM,745,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200104452,01/07/2020 12:00:00 AM,920,Central,BATTERY - SIMPLE ASSAULT
200104455,01/06/2020 12:00:00 AM,400,Central,BURGLARY FROM VEHICLE
200104456,01/03/2020 12:00:00 AM,1300,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200104459,01/03/2020 12:00:00 AM,1940,Central,BURGLARY FROM VEHICLE
200816519,11/16/2020 12:00:00 AM,830,West LA,INTIMATE PARTNER - AGGRAVATED ASSAULT
200104462,01/06/2020 12:00:00 AM,1758,Central,BIKE - STOLEN
200104466,01/07/2020 12:00:00 AM,1020,Central,BATTERY WITH SEXUAL CONTACT
200104470,01/06/2020 12:00:00 AM,1930,Central,THEFT PLAIN - PETTY ($950 & UNDER)
220404852,12/27/2020 12:00:00 AM,1200,Hollenbeck,OTHER MISCELLANEOUS CRIME
200104474,01/06/2020 12:00:00 AM,1830,Central,TRESPASSING
200104475,01/06/2020 12:00:00 AM,900,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200104476,01/06/2020 12:00:00 AM,2130,Central,BURGLARY FROM VEHICLE
200104477,01/06/2020 12:00:00 AM,1500,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED
200104488,01/07/2020 12:00:00 AM,430,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200104489,01/07/2020 12:00:00 AM,800,Central,BATTERY - SIMPLE ASSAULT
200517465,11/30/2020 12:00:00 AM,400,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200104498,01/07/2020 12:00:00 AM,2140,Central,ATTEMPTED ROBBERY
200104499,01/06/2020 12:00:00 AM,1900,Central,BURGLARY FROM VEHICLE
200104500,01/07/2020 12:00:00 AM,2000,Central,OTHER ASSAULT
200104501,01/08/2020 12:00:00 AM,315,Central,"THEFT, PERSON"
200104503,01/08/2020 12:00:00 AM,117,Central,BOMB SCARE
200104505,01/07/2020 12:00:00 AM,1917,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
221004913,09/01/2020 12:00:00 AM,1700,West Valley,THEFT OF IDENTITY
200104511,01/08/2020 12:00:00 AM,400,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT
200104513,01/07/2020 12:00:00 AM,2000,Central,VEHICLE - STOLEN
200104522,01/07/2020 12:00:00 AM,2020,Central,BURGLARY FROM VEHICLE
200104524,01/08/2020 12:00:00 AM,100,Central,BATTERY - SIMPLE ASSAULT
200104526,01/07/2020 12:00:00 AM,1500,Central,BATTERY - SIMPLE ASSAULT
200104527,01/06/2020 12:00:00 AM,1000,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104534,01/08/2020 12:00:00 AM,950,Central,BATTERY - SIMPLE ASSAULT
200104545,01/02/2020 12:00:00 AM,510,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200709456,05/20/2020 12:00:00 AM,1250,Wilshire,BURGLARY FROM VEHICLE
200104547,01/07/2020 12:00:00 AM,1753,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200104548,01/06/2020 12:00:00 AM,1730,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104549,01/06/2020 12:00:00 AM,100,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104550,01/08/2020 12:00:00 AM,845,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200104551,01/08/2020 12:00:00 AM,1300,Central,BRANDISH WEAPON
211613998,11/01/2020 12:00:00 AM,1845,Foothill,THEFT OF IDENTITY
200104556,01/08/2020 12:00:00 AM,200,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104558,01/08/2020 12:00:00 AM,820,Central,INTIMATE PARTNER - SIMPLE ASSAULT
200104573,01/08/2020 12:00:00 AM,540,Central,BURGLARY FROM VEHICLE
200104576,01/08/2020 12:00:00 AM,1600,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104577,01/08/2020 12:00:00 AM,1900,Central,VEHICLE - STOLEN
200104578,01/07/2020 12:00:00 AM,2350,Central,TRESPASSING
200104579,01/07/2020 12:00:00 AM,1920,Central,BURGLARY
200104580,01/08/2020 12:00:00 AM,1630,Central,BIKE - STOLEN
200104582,01/06/2020 12:00:00 AM,800,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200101185,12/28/2020 12:00:00 AM,1810,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200104584,01/07/2020 12:00:00 AM,1,Central,"BUNCO, GRAND THEFT"
201014375,10/23/2020 12:00:00 AM,2330,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200104588,01/09/2020 12:00:00 AM,1,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200104590,01/08/2020 12:00:00 AM,1750,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200104594,01/08/2020 12:00:00 AM,2145,Central,BATTERY - SIMPLE ASSAULT
200104598,01/07/2020 12:00:00 AM,2200,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200104603,01/09/2020 12:00:00 AM,700,Central,BIKE - STOLEN
200106170,01/31/2020 12:00:00 AM,2145,Central,OTHER MISCELLANEOUS CRIME
200104609,01/07/2020 12:00:00 AM,1555,Central,ATTEMPTED ROBBERY
